,PS1,PS3,PS4,PS5,EPS1,VS1
1320,159.03647999999922,1.794619000000015,0.0,9.147596333333341,2463.783466666713,0.5975333333333332
1154,158.4822483333338,1.764808000000005,0.0,9.137979500000045,2468.13443333335,0.6664333333333334
1838,160.1687666666664,1.9310101666666564,10.060480500000036,9.828579333333339,2556.8406666667274,0.54895
565,173.39867499999954,1.1065123333333142,0.0,8.38887549999998,2597.364400000012,0.82955
70,157.39657999999997,1.7293744999999936,0.0,8.67500050000007,2408.173933333383,0.6480833333333335
283,156.38836333333361,1.687012166666648,0.0,8.516551000000012,2407.4091333333713,0.6511833333333333
211,174.89122666666708,1.0438196666666564,0.0,8.535820333333348,2676.658633333349,0.73675
1392,158.87905333333353,1.756653666666667,0.0,9.16614950000004,2467.496766666712,0.6171166666666668
1614,161.04006999999945,2.002058000000003,0.5406491666666644,9.962173500000002,2549.5079666666315,0.5569000000000002
945,158.11145499999955,1.7047184999999805,0.0,9.027954166666671,2473.760400000033,0.6189500000000001
1162,159.10586666666703,1.8070231666666725,0.0,9.13606616666675,2461.955066666694,0.6179000000000002
1212,158.54772833333396,1.7254734999999963,0.0,9.184036166666674,2494.8018666666744,0.6120999999999998
1299,159.22249999999943,1.799922833333341,0.08164133333333333,9.154622833333377,2468.0216000000464,0.6144333333333332
764,157.90233666666654,1.7775933333333418,0.0,8.924750833333382,2437.041200000042,0.5917833333333333
1165,159.11356000000023,1.7992215000000125,0.0,9.141317833333364,2466.491033333364,0.6136333333333333
829,158.24574499999977,1.7811961666666778,0.0,8.979625833333294,2442.881966666693,0.5944333333333331
14,158.985823333334,1.8038094999999925,0.0,8.915401333333387,2461.772333333357,0.5824666666666666
1323,159.0120949999998,1.798734833333348,0.0,9.147371666666729,2464.454366666684,0.6030166666666666
1736,160.7200450000001,1.9535268333333258,10.112795666666747,9.880757499999978,2551.2487333333765,0.5437
321,156.8435816666669,1.75434766666667,0.0,8.481605166666688,2394.218333333343,0.6511500000000001
455,156.38446833333285,1.7462351666666673,0.004863833333333334,8.473165000000034,2387.0913666667093,0.6276833333333336
33,157.8799283333327,1.7336914999999875,0.0,8.752250333333343,2423.3834000000693,0.6351833333333337
1699,160.50019333333333,1.9184471666666463,10.168551833333323,9.937556999999947,2577.74896666669,0.5380333333333333
336,156.81811333333494,1.7602481666666636,0.18403516666666653,8.51545616666677,2397.3553000000447,0.6559166666666665
1593,161.02447499999985,2.006033499999999,0.3171513333333332,9.94391516666664,2540.833300000043,0.5614666666666667
2028,161.2085466666674,1.9911171666666727,10.07070083333339,9.843318166666624,2539.606333333391,0.5458833333333332
166,157.06718666666595,1.744537666666671,0.0,8.559751666666605,2400.7804000000506,0.6681166666666667
442,156.38557833333272,1.7444331666666588,0.0,8.46504100000004,2387.598733333349,0.6547500000000002
35,157.7994866666665,1.7251653333333263,0.0,8.745542833333339,2421.08556666672,0.6418499999999997
130,157.0939266666657,1.7526405000000096,0.0,8.5848423333333,2402.05433333337,0.6573499999999998
1800,160.9077666666668,1.9993800000000053,10.059586500000005,9.829353999999926,2532.9862000000485,0.54995
390,173.1604550000014,1.1209678333333195,0.0007596666666666667,8.430406500000045,2623.308733333402,0.7218
1097,158.12565999999953,1.730199666666663,0.0,9.115580166666671,2483.1719333333763,0.6093833333333334
1864,160.64425500000067,1.9473151666666515,10.070323000000027,9.840622833333345,2553.296866666671,0.55105
1497,160.9764216666659,2.00083366666667,1.079404833333332,9.957715166666649,2542.8014000000385,0.5600499999999998
1637,161.0553516666657,1.998388999999997,2.4012413333333336,9.966165499999951,2548.3673000000363,0.5430500000000001
1326,158.98148666666694,1.815023666666673,3.616666666666667e-05,9.142227500000049,2456.8250000000435,0.6133333333333334
1007,158.23330833333353,1.7415794999999943,0.0,9.038960000000028,2459.206400000029,0.6253833333333333
1888,160.5745666666674,1.9483599999999914,10.103385000000056,9.870953333333311,2552.038966666681,0.5351500000000001
2006,160.58776000000077,1.9383811666666537,10.06631583333337,9.836158499999948,2546.545333333348,0.5446333333333333
532,155.6614516666667,1.605288999999994,0.01944983333333333,8.40902266666668,2389.8912999999925,0.6283166666666667
683,172.8626883333348,1.1169344999999862,0.0,8.405185166666643,2605.565633333353,0.7208166666666666
1065,158.56262166666673,1.8156090000000056,0.0,9.073510499999982,2458.0405000000765,0.5987666666666668
1924,160.94263500000025,2.003579333333331,10.06719700000004,9.835058333333318,2537.1647666667163,0.5306833333333333
201,157.0560633333326,1.7354164999999964,0.0,8.534528333333325,2397.698500000013,0.6604166666666664
145,156.9850866666664,1.737650666666661,0.0,8.573835999999945,2400.6410000000005,0.6627166666666668
164,157.09476666666555,1.7326494999999884,0.0,8.562488499999954,2400.3917333333648,0.6568333333333333
1591,161.02405333333292,2.0134734999999986,0.3488081666666659,9.940312333333258,2540.3732000000023,0.5622999999999999
547,172.75903833333476,1.0893001666666597,0.0038675,8.3716736666666,2604.7932666666857,0.7214166666666668
1730,160.78383833333336,1.9366379999999972,10.112988666666729,9.879716666666654,2554.0102333333884,0.5391666666666667
1400,158.7893166666665,1.7637200000000017,0.0,9.16231033333336,2469.0279666667006,0.6144499999999999
1290,158.99449333333388,1.7967350000000055,0.0,9.168924666666713,2464.8977666667074,0.6143833333333336
916,158.40546333333393,1.7857483333333437,0.0,9.001822166666686,2446.0553666667033,0.6145833333333336
395,180.62794500000103,0.8838516666666563,0.0,8.435800500000052,2721.9321000000764,0.7561166666666665
180,157.05351666666613,1.735373833333319,0.0,8.55096049999997,2394.5920666666802,0.6759333333333334
2044,161.0142500000008,1.9950961666666698,10.069454500000017,9.841470666666616,2538.2743666667,0.5442000000000001
397,156.21744666666783,1.6861754999999892,2.3625356666666675,8.43463400000005,2396.1548000000435,0.6364833333333332
248,156.69969666666688,1.6729408333333198,0.09240716666666667,8.51575833333336,2419.997700000043,0.7487333333333333
1476,160.50725500000016,1.9718268333333266,0.45227699999999943,9.82668949999999,2532.185700000026,0.5748333333333332
1820,160.32036499999953,1.9117601666666468,10.062929833333323,9.836567166666665,2558.3344666667103,0.5434333333333332
79,157.26318166666726,1.72602283333333,0.0,8.648824333333371,2406.7525333333556,0.6453000000000001
1161,159.11491499999957,1.8030476666666682,0.0,9.136607666666697,2460.7646999999974,0.6127833333333335
1465,159.29041833333315,1.8386425000000017,1.2752661666666676,9.307109666666692,2476.709400000021,0.6134666666666665
333,156.8213483333345,1.7680565000000104,0.11025566666666664,8.509735333333373,2403.7343333333743,0.67585
2149,160.70001500000032,1.9463869999999848,10.15800633333334,9.927632833333359,2550.8058666667157,0.5427833333333335
62,157.46928666666716,1.7330454999999951,0.0,8.683996000000036,2411.7633666666766,0.6336833333333334
676,172.93628000000143,1.11547466666666,0.004839333333333333,8.398069333333318,2606.7097333334045,0.7127833333333334
303,156.93399000000025,1.748252166666668,0.0,8.486193833333305,2397.9287666667337,0.6578666666666665
1048,158.68311499999984,1.781999833333345,0.0,9.056502166666679,2452.773400000022,0.6144833333333334
1433,159.20506833333312,1.7857398333333387,0.0,9.122957166666714,2457.4006666667024,0.6096833333333334
1018,158.23594333333384,1.7639336666666783,0.0,9.061643166666626,2466.411833333351,0.6287666666666667
849,158.33191666666656,1.7906438333333383,0.0,8.994562499999974,2447.457266666677,0.6017166666666667
1450,159.0385650000003,1.804959000000005,0.02328533333333333,9.137078333333392,2468.469266666695,0.5952666666666667
514,172.5442100000013,1.066038999999997,0.0084775,8.392311999999977,2625.8299666666912,0.7117166666666669
1333,158.9945733333335,1.7947165000000125,0.0,9.157531500000056,2468.515200000057,0.6040499999999998
1262,158.71608166666712,1.7591748333333395,0.0,9.186265499999982,2475.9739000000236,0.6106833333333336
1210,158.53681000000088,1.72713433333333,0.0,9.188079833333326,2497.309233333368,0.6080666666666666
1694,160.564791666666,1.9286493333333237,10.172197999999991,9.94199416666659,2577.8129333334123,0.5490333333333334
265,156.44602333333287,1.6873778333333218,0.0,8.522140999999987,2403.864100000011,0.6595000000000003
652,172.9751483333345,1.0988954999999918,0.0,8.392263499999979,2607.570300000019,0.7320333333333333
2133,160.82309833333406,1.928063499999982,10.139908500000034,9.91196266666665,2550.6412000000255,0.5482999999999999
1408,158.69521166666672,1.7649641666666724,0.0,9.164871333333412,2471.545000000042,0.6193500000000004
1084,158.2839283333335,1.7159146666666565,0.0,9.113251833333294,2486.3659333333694,0.61365
472,156.2975066666661,1.7419390000000037,0.0,8.472006666666692,2387.0367666666994,0.6449499999999998
826,158.24458666666655,1.7794865000000093,0.0,8.973365166666621,2443.0690666666874,0.5892166666666665
1023,158.25281000000098,1.7647750000000109,0.0,9.069373999999959,2466.357433333366,0.6180166666666669
1054,158.70194166666658,1.7902315000000093,0.0,9.053495833333379,2453.751500000042,0.6091833333333334
1030,158.85509166666705,1.7900915000000108,0.0,9.054964833333342,2460.0465333333655,0.6226833333333331
2055,161.0001666666667,2.003167499999999,10.083124666666661,9.854214666666566,2538.7034000000463,0.5456833333333333
860,158.32012,1.793565666666671,0.0,9.001282500000002,2447.7117000000326,0.6061499999999999
482,173.00561833333393,1.101945666666655,0.003279833333333334,8.45743650000002,2640.4734666667246,0.7327333333333336
1982,160.69461833333318,1.942263999999992,10.052998833333348,9.82343483333332,2545.700633333388,0.5400333333333334
2004,160.5791866666672,1.9428858333333208,10.062239833333347,9.83249016666663,2548.170533333332,0.5388000000000001
438,156.40333999999942,1.7542191666666638,0.0,8.460236166666707,2387.0338666667235,0.6585166666666671
1284,158.64158166666698,1.767108166666681,0.21393166666666646,9.185069166666704,2474.9861333333597,0.6116333333333335
730,156.34547999999904,1.726972833333324,0.0,8.482595166666636,2379.5890000000304,0.6205166666666666
1994,160.64556166666668,1.937755833333326,10.054533999999993,9.829208833333253,2547.537200000042,0.5457666666666666
2020,160.60522000000063,1.9380673333333214,10.082006833333347,9.855156333333198,2547.5695666667057,0.5409500000000002
357,173.07170333333428,1.1223486666666578,0.038274666666666665,8.504041166666717,2645.300533333401,0.7700000000000004
1229,158.37975333333486,1.7327678333333336,0.0,9.177318000000058,2489.3254000000197,0.6184833333333333
267,156.47453333333283,1.6827774999999907,0.0,8.520348833333331,2405.021666666693,0.6614166666666665
430,156.39754666666613,1.7374964999999942,0.0,8.440739333333356,2385.9097666666867,0.6785333333333333
1874,160.6264916666673,1.9560558333333238,10.088115500000024,9.855862166666588,2555.3395333333824,0.5456833333333334
1560,161.02635499999872,2.0105276666666656,0.9531728333333249,9.959670666666634,2545.9017000000404,0.5595000000000001
254,156.62522333333254,1.6743694999999836,0.0,8.514000500000053,2404.9846666666876,0.6637666666666667
253,156.77873666666673,1.6816738333333112,0.0,8.516283333333384,2407.078066666663,0.6618833333333335
1932,160.92307833333368,2.006344499999996,10.06927283333332,9.83696633333333,2541.9816333333415,0.5427666666666667
1192,158.9027500000006,1.8079741666666813,0.0,9.14002533333337,2464.241366666692,0.6092166666666667
1095,158.21211666666673,1.7281789999999861,0.0,9.112459999999968,2484.2404333333748,0.6064166666666664
993,158.38176333333334,1.7357266666666702,0.0,9.040501833333362,2464.6214000000605,0.6378833333333332
372,172.74827000000113,1.1331568333333166,0.0,8.451966166666677,2636.3418333333657,0.7453166666666665
2198,161.24421666666635,1.9968369999999989,10.207067666666678,9.978510499999926,2546.977033333282,0.5493
1174,159.01806,1.8044976666666823,0.0,9.146088166666656,2467.55770000001,0.6085166666666667
965,157.9095616666663,1.7179573333333233,0.0,9.030332166666652,2469.1586333333407,0.6246333333333336
2021,160.59094500000035,1.9452081666666565,10.085989000000033,9.85771799999994,2547.431399999974,0.5410833333333332
50,157.6129716666669,1.7199308333333316,0.0,8.700791833333364,2417.6376333333606,0.6350666666666668
1517,161.00073499999863,2.0140099999999967,3.6778081666666766,9.959167166666656,2543.613366666685,0.5614833333333332
259,156.53609333333324,1.681310999999974,0.0,8.524157166666656,2407.3794333333326,0.6573333333333334
1281,158.65674833333253,1.7467656666666704,0.21081549999999996,9.186418333333346,2474.122433333344,0.6120333333333333
1311,159.03251000000031,1.79936133333334,0.0,9.146893833333353,2457.723833333357,0.6182333333333333
1739,160.68546000000055,1.9572479999999874,10.105593166666722,9.87451516666667,2550.898533333361,0.5432
1351,158.5904033333351,1.7350595000000009,0.0,9.178269500000045,2486.606733333354,0.6014999999999998
714,156.34174333333294,1.7192209999999966,0.0,8.466316500000051,2376.4328666667147,0.6459833333333337
431,156.45371499999973,1.7316904999999958,0.0,8.440696666666707,2388.6259000000637,0.6696500000000001
151,156.9816799999998,1.7430038333333255,0.0,8.571901666666637,2398.537666666695,0.6535499999999997
2066,160.9924033333337,1.997682000000007,10.085162666666676,9.859326833333194,2539.6302333333783,0.5421833333333332
834,158.2476200000006,1.8018460000000065,0.0,8.984361333333306,2442.7539000000434,0.6039833333333333
542,172.77260500000065,1.0807653333333211,0.0,8.375393499999918,2605.6808000000124,0.7261
1669,161.17113666666725,2.011391666666667,10.097892333333327,9.935092833333268,2550.303000000038,0.5501
1717,160.9154616666677,1.9292619999999876,10.156007499999992,9.924113333333384,2567.645866666696,0.53455
1246,158.3230883333337,1.7358276666666637,0.0,9.168878000000047,2485.4437000000094,0.6135833333333331
1298,159.20678666666575,1.793459166666672,0.0739785,9.153129833333358,2468.0027000000314,0.6172166666666666
2032,161.210206666667,1.9884144999999938,10.083176666666706,9.852825166666582,2542.1786333333466,0.5509000000000003
2087,160.5403300000002,1.9043186666666532,10.130476666666738,9.901836666666666,2566.0236000000687,0.5533666666666668
27,158.25193833333446,1.740612833333339,0.0,8.791438500000064,2432.6523666667113,0.6266999999999999
1238,158.38947000000132,1.745165833333328,0.0,9.181715500000049,2490.5864666666744,0.6128500000000001
575,156.20046000000036,1.682424499999985,0.0,8.402258666666652,2366.58773333337,0.7085833333333336
1957,160.36797166666634,1.931533499999987,10.075783000000014,9.84607466666664,2563.798733333404,0.5408499999999999
776,158.0773883333341,1.7879731666666767,0.0,8.951194333333294,2443.7002333333544,0.5952000000000002
311,156.9014166666679,1.7478413333333358,0.0,8.476521500000016,2391.7572666667143,0.653933333333333
1587,161.0154483333328,2.00787,5.927149333333326,9.93756933333326,2541.682766666682,0.5524500000000001
902,158.33190999999994,1.7968003333333378,0.0,8.992566333333265,2441.75450000002,0.6052666666666667
692,156.30558333333389,1.7151613333333273,0.0,8.404557666666632,2368.343400000029,0.6952166666666668
97,157.16754166666706,1.7172711666666558,0.0,8.626309333333342,2410.673833333337,0.6425666666666668
1672,161.15790500000014,2.006555833333337,10.15846399999996,9.93267849999999,2549.2575000000497,0.5524333333333333
1551,161.03767333333175,1.9859421666666652,2.4480700000000053,9.961750833333252,2544.090833333388,0.5605
2057,160.9773983333346,2.0013630000000027,10.076088666666656,9.84993816666661,2537.273733333349,0.5459333333333334
271,156.52117666666626,1.684018666666642,0.005917666666666668,8.518787333333409,2403.915900000041,0.662583333333333
1381,158.36250833333435,1.748015333333331,0.0,9.170388833333414,2480.9266333333644,0.6105666666666667
1654,161.03851166666618,1.9970838333333285,2.011379833333335,9.935658166666661,2542.7074333333317,0.5567333333333335
23,158.50901166666603,1.7924931666666655,0.0,8.825094499999933,2437.650633333358,0.6250333333333333
953,157.97158333333266,1.7097234999999877,0.0,9.032587499999996,2468.479766666677,0.6253500000000002
815,158.23245833333334,1.7874095000000036,0.0,8.983729666666601,2448.594166666714,0.5942166666666664
149,156.9649583333336,1.7335903333333345,0.0,8.573981666666613,2398.9323000000168,0.6533333333333331
1292,159.21386499999986,1.7819991666666761,0.0,9.171900833333382,2472.5912000000512,0.6076333333333335
1031,158.86044666666598,1.8009041666666807,0.0,9.053831166666678,2457.787600000042,0.6161999999999999
704,156.33671333333356,1.7184229999999967,0.0,8.435774500000015,2372.5397666666913,0.6518166666666669
1112,158.11052333333353,1.7164478333333215,0.0,9.12241083333335,2481.722766666669,0.61745
968,157.8924549999992,1.7187786666666562,0.0,9.027228499999975,2466.4571333333456,0.6288499999999998
1815,160.45109333333247,1.9038709999999865,10.076709333333392,9.84414833333327,2560.237066666683,0.5470833333333334
628,172.7855250000013,1.090863999999991,0.0,8.393815999999989,2617.053166666722,0.739633333333333
422,172.8174416666675,1.1444483333333142,0.0,8.430630000000031,2617.441500000037,0.7287166666666668
1044,158.75196166666674,1.7953596666666858,0.0,9.06278266666663,2463.4630000000175,0.6067333333333337
516,172.51836166666783,1.0689778333333344,0.0007580000000000001,8.394442999999999,2628.0746000000386,0.7175833333333335
812,158.22417000000019,1.7844786666666754,0.0,8.980645333333237,2446.0145333333558,0.5949833333333332
1552,161.01669999999925,1.9957411666666651,2.9436356666666583,9.95709466666664,2544.7600000000307,0.5599999999999999
403,155.8434833333339,1.6832228333333281,0.18632000000000012,8.430707666666706,2389.9891333333667,0.6538833333333333
401,172.94024833333535,1.1444208333333232,0.06029983333333336,8.4333726666667,2619.0741666666886,0.7313500000000001
2016,160.55820166666712,1.9469518333333231,10.083554000000046,9.855327166666552,2547.117433333403,0.5419166666666669
737,156.85824666666727,1.7417241666666587,0.0,8.654502999999995,2401.932533333353,0.6003999999999999
383,155.54928999999981,1.6655101666666496,0.0,8.437375000000065,2400.803333333374,0.6555666666666664
907,158.34691500000022,1.7831111666666783,0.0,8.99566033333335,2439.9801999999854,0.6098333333333333
627,172.78948000000153,1.0972883333333199,0.0,8.396640166666659,2621.378466666713,0.7331500000000001
353,173.28959999999944,1.1190531666666583,1.42069683333333,8.49774116666668,2648.2474666667267,0.7827333333333333
160,156.95113666666657,1.7385830000000067,0.0,8.564248000000001,2400.569666666706,0.6568333333333333
553,172.71153333333353,1.0923349999999845,0.0,8.371658166666617,2601.8741333333287,0.7259166666666668
1265,158.756978333334,1.7513923333333332,0.0,9.186187166666672,2475.638333333319,0.5955666666666668
1103,158.1573266666668,1.7303571666666506,0.0,9.113201166666666,2481.0362666666906,0.6111166666666671
1759,161.26677500000048,1.9924213333333252,10.088934333333368,9.857270166666575,2538.192466666727,0.5506999999999997
1055,158.64264166666578,1.7927955000000135,0.0,9.052072,2447.7159000000415,0.6112666666666666
1769,161.1613066666668,2.001276833333332,10.077071666666672,9.844910166666594,2536.433066666696,0.5494666666666668
2204,161.2171283333334,2.002690166666668,10.203125833333338,9.973637666666592,2543.8183000000126,0.5465833333333331
2154,160.69602833333371,1.9409984999999772,10.16590016666667,9.934905666666621,2550.34213333337,0.5585666666666664
697,156.39872666666656,1.7170201666666671,0.0,8.423069666666699,2370.572966666721,0.6456833333333333
1071,158.6363616666661,1.806172666666674,0.0,9.08028349999993,2453.8272333333484,0.6068166666666667
1322,158.9894449999998,1.806356500000019,0.00015783333333333334,9.146061833333366,2464.307600000023,0.6022166666666667
379,172.65453166666796,1.1507026666666547,3.65e-05,8.437312500000019,2631.2611333333634,0.7528999999999998
1179,158.93817333333388,1.79920500000001,2.35e-05,9.146790166666706,2465.6500666667303,0.6037833333333336
947,158.09281666666524,1.7020088333333214,0.0,9.028464833333304,2473.9084333333712,0.6226333333333334
1104,158.15498500000075,1.7337894999999908,0.0,9.118381333333359,2480.367700000046,0.6126
351,173.277025,1.1249411666666578,1.5141339999999985,8.49852066666673,2649.52846666671,0.74945
722,156.32051166666636,1.7299261666666608,0.0,8.478313499999983,2377.4289666666837,0.6456999999999999
705,156.39523833333268,1.717195499999999,0.0,8.438592666666695,2372.7662000000287,0.6427833333333334
460,156.33628833333336,1.7520883333333395,0.0,8.479147499999941,2390.829800000056,0.6432000000000003
1991,160.7631066666676,1.9345016666666461,10.058657166666654,9.830874333333291,2549.077633333341,0.5518166666666666
1406,158.6885899999996,1.7587903333333401,0.015022500000000003,9.165646500000111,2470.551400000036,0.6145000000000002
1362,158.4692316666679,1.750367666666673,0.0,9.170344000000005,2485.7053666667043,0.6227666666666669
544,172.7722250000009,1.0796188333333219,0.024901166666666686,8.375361833333235,2607.4509000000126,0.7283499999999999
1182,158.95281166666638,1.803709333333338,0.0,9.144995000000039,2466.976533333339,0.6044833333333332
511,172.56637000000126,1.0748571666666638,0.0,8.396750833333332,2628.4443000000288,0.7147666666666666
367,172.81389666666746,1.1298603333333217,0.0,8.47264650000005,2634.986766666714,0.75285
150,156.98527999999916,1.7298618333333273,0.0,8.572757833333243,2400.4824666666877,0.6743833333333334
2138,160.74476833333415,1.9379539999999884,10.146077000000027,9.914439833333352,2549.904199999999,0.5447833333333334
135,156.99034666666628,1.7357914999999926,0.0,8.58200766666667,2402.138466666702,0.6687999999999996
784,158.1134700000002,1.7799570000000027,0.0,8.969443833333282,2445.1823333333314,0.6068666666666663
1064,158.68433999999948,1.8148525000000064,0.0,9.066613333333327,2455.5435666667063,0.5982333333333334
363,172.95283666666788,1.1269024999999846,0.0,8.485468666666653,2638.869466666723,0.7569333333333337
2158,161.37467666666598,1.985514499999999,10.160940333333352,9.930619000000044,2541.6603333333487,0.5618166666666669
1581,161.02557166666637,2.0045268333333333,1.1791930000000028,9.935840833333337,2542.0092666667074,0.5650666666666667
1889,160.96257500000004,2.0063544999999947,10.10734666666672,9.87543083333334,2543.001166666726,0.5369833333333334
181,157.1474366666661,1.7414554999999974,0.0,8.546344499999991,2394.8637333333922,0.6662999999999999
1063,158.67479333333276,1.8134990000000146,0.0,9.062854499999958,2454.801700000043,0.6022333333333337
2037,161.09787333333367,2.00008133333334,10.076048333333356,9.84690333333326,2539.7887666667325,0.5442833333333336
1399,158.78164666666578,1.7490728333333379,0.0,9.162758000000045,2467.8274000000247,0.6131666666666667
1203,158.93341499999968,1.8043396666666789,0.0,9.158537833333375,2469.5588333333717,0.6033666666666667
887,158.30881666666684,1.7808321666666722,0.0,8.98321033333327,2447.8741333334165,0.6108000000000003
1446,159.05114000000026,1.793108166666681,0.0,9.149372000000042,2470.21096666671,0.5949000000000001
792,158.14897666666712,1.7838726666666707,0.0,8.968470666666663,2445.6838333333835,0.5955166666666667
416,172.7751766666678,1.1470689999999877,0.0,8.422370833333348,2617.668466666685,0.7282166666666671
1245,158.31938166666734,1.7361025000000005,0.0,9.170024500000066,2483.9938000000366,0.6215833333333334
1158,159.10206666666676,1.7948696666666766,0.0,9.141512333333386,2464.354733333363,0.6216166666666667
649,172.56377333333455,1.096720833333323,0.00010266666666666666,8.396759000000001,2621.5167333333798,0.7319000000000001
2097,160.42817999999946,1.900210499999984,10.123328666666747,9.893485833333315,2566.239500000029,0.5439166666666666
1382,158.61338666666626,1.7580916666666684,0.008242500000000002,9.169850666666724,2470.7343000000646,0.6172166666666666
1152,158.45373833333446,1.7595573333333372,0.0,9.137215000000076,2467.361066666687,0.6103666666666666
1199,158.9276566666667,1.7999050000000087,0.0,9.15027366666668,2468.500100000021,0.5993833333333334
1789,160.9962299999998,1.9965741666666657,10.057556833333336,9.829711499999968,2533.8537333333834,0.5452166666666667
507,172.57670000000144,1.0682564999999977,0.0,8.397695833333325,2631.9540666667494,0.7188833333333335
2065,160.99624500000064,1.9891111666666679,10.084103166666706,9.857957666666563,2539.8859666666845,0.5485833333333333
874,158.34005833333327,1.7788795000000008,0.0,9.010939999999996,2452.322633333322,0.6101
2083,160.61818500000038,1.8934384999999836,10.124011000000062,9.896008000000036,2566.4136333333768,0.55415
1977,160.19648666666674,1.9150503333333226,10.06087550000003,9.830884666666641,2554.484933333386,0.5440833333333334
1514,160.99747333333227,2.00101316666667,1.4010216666666653,9.961058333333279,2545.4263999999853,0.5559333333333334
1657,161.04367499999978,1.9960646666666617,8.659683166666683,9.931066666666702,2541.5876333333817,0.5502166666666668
2129,160.8141133333338,1.9337879999999907,10.129108666666756,9.903373666666662,2550.231433333362,0.5461500000000001
1907,161.11454666666685,1.9950646666666716,1.2028463333333377,9.848694499999894,2540.7340666667246,0.5355666666666666
398,173.1297116666675,1.1510674999999917,0.0,8.435997000000047,2623.987066666722,0.7210666666666667
479,173.06120000000107,1.1114484999999905,0.0,8.470649500000006,2641.5434666666815,0.7382166666666667
1456,158.968171666667,1.7985845000000102,0.0,9.11578083333335,2462.7148333333685,0.5918833333333332
1925,160.9219050000004,2.0117463333333334,10.059388500000033,9.830082166666678,2539.7114000000083,0.5295833333333334
330,156.83039666666772,1.752948166666663,0.013302333333333334,8.499464333333373,2396.485166666668,0.6560999999999998
1510,160.9832533333331,2.00603266666667,0.331985166666667,9.971386499999912,2545.220833333367,0.5573166666666667
2107,160.3881200000002,1.9178743333333186,10.123725333333418,9.899496333333278,2563.500533333363,0.5423500000000001
1647,161.02554499999925,1.9951771666666684,0.5116376666666674,9.948848999999937,2543.8245000000265,0.5581
1917,160.98809333333367,2.0028600000000054,7.67025966666668,9.838990833333318,2541.4128666667257,0.5340833333333334
1618,161.02612833333282,2.001833333333333,1.233497166666672,9.964709666666625,2548.5143333333194,0.5543999999999999
1738,160.66294500000032,1.9604631666666554,10.107136333333402,9.875317833333332,2550.608333333357,0.5464833333333333
1066,158.64043999999978,1.809839500000006,0.0,9.071600833333283,2456.41116666667,0.6130666666666669
959,157.99965499999988,1.7023839999999881,0.0,9.034119666666674,2472.4423666667108,0.6291166666666668
1211,158.5336100000009,1.726833166666657,0.0,9.188846166666709,2496.816200000022,0.6062166666666668
1631,161.0559583333322,2.005457166666667,0.5120754999999926,9.962600166666647,2547.453700000048,0.5498166666666668
2106,160.44074333333353,1.9224739999999803,10.126198500000063,9.901275333333293,2564.647633333375,0.5454833333333333
1952,160.41581333333272,1.913185833333317,10.077332833333342,9.846864333333299,2563.3506000000166,0.5367833333333333
41,157.69486333333333,1.7331998333333274,0.0,8.727892000000013,2421.636500000038,0.6349833333333331
1705,160.4542466666671,1.926949999999983,10.178902333333324,9.946857166666614,2581.3680666667574,0.5368833333333333
1839,160.17798666666656,1.9269033333333145,10.055852000000007,9.823761499999982,2555.904666666716,0.54875
448,156.3356749999992,1.7504471666666739,0.0,8.467004666666707,2386.620466666695,0.6388833333333335
192,156.96782833333285,1.733460333333329,0.0,8.544120333333343,2397.1911000000164,0.6567
677,155.69401500000058,1.6658499999999998,0.0,8.401260333333292,2374.582000000051,0.6318333333333334
1774,161.16737499999905,1.9887146666666657,10.07644616666669,9.846803499999977,2540.1195000000307,0.5470333333333335
2182,161.26011500000038,1.9984553333333297,10.182826166666667,9.954449166666643,2543.4975333333346,0.5475999999999998
1642,161.0620449999996,1.9987326666666683,9.983333333333333e-05,9.966283166666617,2549.2958333333822,0.5530166666666665
1577,161.018386666666,2.0018499999999975,1.5434735000000002,9.934597833333275,2542.2040333333402,0.5654999999999998
281,156.46007666666702,1.683136666666653,0.0,8.514847833333372,2405.421333333359,0.6589000000000004
1766,161.27280666666658,1.9954700000000054,10.086272333333353,9.85443199999995,2539.6312000000235,0.5580166666666667
816,158.24389166666677,1.7891848333333396,0.0,8.985369999999934,2445.058700000053,0.5966833333333333
4,160.0004716666663,1.9227069999999837,0.0,9.358761999999949,2503.4495000000343,0.5773666666666666
1824,160.34560333333292,1.9181491666666477,10.060491666666673,9.829789999999996,2556.111200000022,0.5540666666666668
1985,160.70632833333374,1.9293174999999914,10.050740833333363,9.822356499999966,2546.353833333373,0.5391166666666665
1013,158.27781500000083,1.7389199999999998,0.0,9.053945833333353,2468.214533333389,0.6243666666666666
43,157.63319333333342,1.7272038333333246,0.0,8.726438666666684,2420.5835333333716,0.63965
1444,159.06990833333387,1.8016630000000113,0.0,9.14793183333339,2469.3093333333723,0.60695
2092,160.52690333333334,1.904974999999982,10.127437500000095,9.898630166666685,2563.3494333333797,0.5500333333333333
742,157.21838,1.7571199999999945,0.0,8.770577833333357,2416.6406333333725,0.5962499999999998
463,180.9227083333324,0.9079079999999847,0.0,8.474146166666669,2716.9452000000565,0.7334333333333335
2151,160.67220833333337,1.9350891666666532,10.159731833333328,9.929748000000046,2553.1034000000827,0.5500166666666667
314,156.79254500000096,1.7660233333333417,0.0,8.472522666666714,2389.8137000000434,0.6564499999999999
960,158.0142433333334,1.709076999999985,0.0,9.034239499999966,2470.8523000000187,0.6320499999999996
